record_id,receiving_entity,entity_type,county,fiscal_year,fiscal_year_start,fiscal_year_end,fee_program,fee_category,measure,measure_as_printed,measure_role,figure_group_id,is_primary_in_figure_group,value_usd,source_value_text,value_is_printed_zero,land_use_scope,land_use_basis,accounting_basis_source_read,gross_or_net_source_read,fiscal_year_basis,publication_title,publication_type,source_id,physical_pdf_page,printed_page,internal_identifier,source_sha256,source_pdf,official_source_url,retrieved_utc,page_extract_pdf,outlined_figure_pdf,outline_rect_pdf_points,validation_status,review_batch,reviewed_utc,measure_read_from_source,arithmetic_check,source_limitations
county-of-placer-2022-23-area-7-loomis-basin-total_fees_collected,County of Placer,county,Placer,2022-23,2022-07-01,2023-06-30,"Park and Recreation Facilities Impact Fee, Area 7: Loomis Basin",parks_recreation_open_space,total_fees_collected,Fees,primary_reported_figure,county-of-placer-2022-23-area-7-loomis-basin,true,73040.96,"73,040.96",false,residential_stated_schedule_not_reproduced,"The report's Description of Development Impact Fees states that the Park Fee's purpose 'is to mitigate the effect new residential development has on existing recreational facilities' and that 'These fees are imposed as part of the approval process for new and/or conversion to residential development.' That is a statement about who the fee is imposed on, not only about its purpose. The report does not reproduce the fee schedule itself, referring instead to 'Current Fee Schedules', so the absence of any non-residential rate cannot be confirmed from this document and no residential amount is asserted as a subtotal.",not_stated_in_source,not_stated_in_source,report_title_fiscal_year_ending_june_30_2023,"County of Placer impact fee report, fiscal year 2022-23",annual_fee_report_66006,county-of-placer-2022-23,11,7,"Park and Recreation Facilities Impact Fee / Area 7: Loomis Basin / Statement of Revenues, Expenditures, and Changes in Fund Balance, Last Five Fiscal Years / Revenues / Fees / FY 2022/23",1c6abd41c46f684337f8d89e9cb6c00c39ae70d1f8e70a3ef8cb4a55457a4fb8,sources/county-of-placer-2022-23.pdf,https://www.placer.ca.gov/DocumentCenter/View/75873/13C,2026-09-14T22:57:24.421685+00:00,evidence/extracts/county-of-placer-p011-ba28dc7e.pdf,evidence/outlined/county-of-placer-p011-ba28dc7e.pdf,"[482.57366943359375, 210.69630432128906, 520.12060546875, 222.63584899902344]",published_reported_collection_reviewed_in_statewide_lane,sw01-county-of-placer-2022-23,2026-09-22T04:53:04.055716+00:00,"Each figure is the 'Fees' row under Revenues in the FY 2022/23 column of that geographic area's Statement of Revenues, Expenditures, and Changes in Fund Balance. Fees is separate from Interest and from Other Revenues.","The account's printed roll-forward closes: Fund Balance, Beginning of Year 544,401.27 + Total Revenues 82,579.06 - Total Expenditures 0.00 = Fund Balance, End of Year 626,980.33. That closure is what confirms the Fees row and the FY 2022/23 column were read correctly.","The Park Fee applies to the unincorporated areas of Placer County only. Each figure is one of 16 geographic trust accounts, not a countywide total. | The fee schedule is not reproduced in the report; it is referred to as 'Current Fee Schedules', so a non-residential rate cannot be ruled out from this document. | The report recites the Government Code section 66006(b) requirements to report refunds and interfund transfers but prints no refund amount or transfer statement for these accounts, so refund treatment is not established. | Accounting basis is not stated in the source. | Area 9 is named Roseville and Area 8 Rocklin: these are the County's own fee areas named after nearby communities, not those cities' own fees."
county-of-placer-2022-23-area-8-rocklin-total_fees_collected,County of Placer,county,Placer,2022-23,2022-07-01,2023-06-30,"Park and Recreation Facilities Impact Fee, Area 8: Rocklin",parks_recreation_open_space,total_fees_collected,Fees,primary_reported_figure,county-of-placer-2022-23-area-8-rocklin,true,13473.00,"13,473.00",false,residential_stated_schedule_not_reproduced,"The report's Description of Development Impact Fees states that the Park Fee's purpose 'is to mitigate the effect new residential development has on existing recreational facilities' and that 'These fees are imposed as part of the approval process for new and/or conversion to residential development.' That is a statement about who the fee is imposed on, not only about its purpose. The report does not reproduce the fee schedule itself, referring instead to 'Current Fee Schedules', so the absence of any non-residential rate cannot be confirmed from this document and no residential amount is asserted as a subtotal.",not_stated_in_source,not_stated_in_source,report_title_fiscal_year_ending_june_30_2023,"County of Placer impact fee report, fiscal year 2022-23",annual_fee_report_66006,county-of-placer-2022-23,11,7,"Park and Recreation Facilities Impact Fee / Area 8: Rocklin / Statement of Revenues, Expenditures, and Changes in Fund Balance, Last Five Fiscal Years / Revenues / Fees / FY 2022/23",1c6abd41c46f684337f8d89e9cb6c00c39ae70d1f8e70a3ef8cb4a55457a4fb8,sources/county-of-placer-2022-23.pdf,https://www.placer.ca.gov/DocumentCenter/View/75873/13C,2026-09-14T22:57:24.421685+00:00,evidence/extracts/county-of-placer-p011-f7f02d2b.pdf,evidence/outlined/county-of-placer-p011-f7f02d2b.pdf,"[482.57415771484375, 501.3902587890625, 520.12109375, 513.329833984375]",published_reported_collection_reviewed_in_statewide_lane,sw01-county-of-placer-2022-23,2026-09-22T04:53:04.055716+00:00,"Each figure is the 'Fees' row under Revenues in the FY 2022/23 column of that geographic area's Statement of Revenues, Expenditures, and Changes in Fund Balance. Fees is separate from Interest and from Other Revenues.","The account's printed roll-forward closes: Fund Balance, Beginning of Year 63,379.14 + Total Revenues 14,629.33 - Total Expenditures 0.00 = Fund Balance, End of Year 78,008.47. That closure is what confirms the Fees row and the FY 2022/23 column were read correctly.","The Park Fee applies to the unincorporated areas of Placer County only. Each figure is one of 16 geographic trust accounts, not a countywide total. | The fee schedule is not reproduced in the report; it is referred to as 'Current Fee Schedules', so a non-residential rate cannot be ruled out from this document. | The report recites the Government Code section 66006(b) requirements to report refunds and interfund transfers but prints no refund amount or transfer statement for these accounts, so refund treatment is not established. | Accounting basis is not stated in the source. | Area 9 is named Roseville and Area 8 Rocklin: these are the County's own fee areas named after nearby communities, not those cities' own fees."
county-of-placer-2022-23-area-9-roseville-total_fees_collected,County of Placer,county,Placer,2022-23,2022-07-01,2023-06-30,"Park and Recreation Facilities Impact Fee, Area 9: Roseville",parks_recreation_open_space,total_fees_collected,Fees,primary_reported_figure,county-of-placer-2022-23-area-9-roseville,true,57835.08,"57,835.08",false,residential_stated_schedule_not_reproduced,"The report's Description of Development Impact Fees states that the Park Fee's purpose 'is to mitigate the effect new residential development has on existing recreational facilities' and that 'These fees are imposed as part of the approval process for new and/or conversion to residential development.' That is a statement about who the fee is imposed on, not only about its purpose. The report does not reproduce the fee schedule itself, referring instead to 'Current Fee Schedules', so the absence of any non-residential rate cannot be confirmed from this document and no residential amount is asserted as a subtotal.",not_stated_in_source,not_stated_in_source,report_title_fiscal_year_ending_june_30_2023,"County of Placer impact fee report, fiscal year 2022-23",annual_fee_report_66006,county-of-placer-2022-23,12,8,"Park and Recreation Facilities Impact Fee / Area 9: Roseville / Statement of Revenues, Expenditures, and Changes in Fund Balance, Last Five Fiscal Years / Revenues / Fees / FY 2022/23",1c6abd41c46f684337f8d89e9cb6c00c39ae70d1f8e70a3ef8cb4a55457a4fb8,sources/county-of-placer-2022-23.pdf,https://www.placer.ca.gov/DocumentCenter/View/75873/13C,2026-09-14T22:57:24.421685+00:00,evidence/extracts/county-of-placer-p012-2a88d871.pdf,evidence/outlined/county-of-placer-p012-2a88d871.pdf,"[482.573974609375, 210.69630432128906, 520.120849609375, 222.63584899902344]",published_reported_collection_reviewed_in_statewide_lane,sw01-county-of-placer-2022-23,2026-09-22T04:53:04.055716+00:00,"Each figure is the 'Fees' row under Revenues in the FY 2022/23 column of that geographic area's Statement of Revenues, Expenditures, and Changes in Fund Balance. Fees is separate from Interest and from Other Revenues.","The account's printed roll-forward closes: Fund Balance, Beginning of Year 8,349.17 + Total Revenues 58,237.16 - Total Expenditures 0.00 = Fund Balance, End of Year 66,586.33. That closure is what confirms the Fees row and the FY 2022/23 column were read correctly.","The Park Fee applies to the unincorporated areas of Placer County only. Each figure is one of 16 geographic trust accounts, not a countywide total. | The fee schedule is not reproduced in the report; it is referred to as 'Current Fee Schedules', so a non-residential rate cannot be ruled out from this document. | The report recites the Government Code section 66006(b) requirements to report refunds and interfund transfers but prints no refund amount or transfer statement for these accounts, so refund treatment is not established. | Accounting basis is not stated in the source. | Area 9 is named Roseville and Area 8 Rocklin: these are the County's own fee areas named after nearby communities, not those cities' own fees."
county-of-sacramento-2022-23-antelope-basin-a-drainage-total_fees_collected,County of Sacramento,county,Sacramento,2022-23,2022-07-01,2023-06-30,"Antelope Basin ""A"" Drainage Mitigation Development Impact Fee",drainage_stormwater_flood,total_fees_collected,Fees collected FY 2022-23,primary_reported_figure,county-of-sacramento-2022-23-antelope-basin-a-drainage,true,1.0,$1,false,not_split_in_source,The report states one undivided collected amount and does not divide it by land use. Its fee schedule is referenced but not reproduced in this filing.,not_stated_in_source,not_stated_in_source,report_heading_development_impact_fee_annual_report_fy_2022_23,"County of Sacramento development impact fee annual reports, FY 2022-23 (Exhibit A to the Board of Supervisors filing)",annual_fee_report_66006,county-of-sacramento-2022-23-antelope-basin-a-drainage,1,15,"Antelope Public Facilities Financing Plan Development Impact Fee Program, Basin ""A"" Drainage Mitigation Development Fee Report / printed page 15 of 82 / Fees collected FY 2022-23",cbb89bf087b3ef4f01c350213b9f3984fe70229892bd2c9578d56033312ea1eb,sources/county-of-sacramento-2022-23-antelope-basin-a-drainage.pdf,https://development.saccounty.gov/content/dam/cd/engineering/docs/archive/annual-reports/Report%20Antelope%20Drainage%20FY%2022-23.pdf,2026-09-22T06:03:57.679754+00:00,evidence/extracts/county-of-sacramento-p001-57d2377b.pdf,evidence/outlined/county-of-sacramento-p001-57d2377b.pdf,"[0.0, 407.16, 611.28, 415.8]",published_reported_collection_reviewed_in_statewide_lane,sw02-sacramento-county-2022-23,2026-09-22T06:23:55.368559+00:00,"This PDF carries no text layer, so the figure was read visually from the scanned page and its position was fixed by dark pixel line segmentation, recorded as the outline rectangle. The outlined band is the single printed line reading ""Fees collected FY 2022-23: $1"". The label names the fiscal year, so the figure is that year's reported collection for this fee fund.","The printed roll-forward closes: Beginning fund balance 34,229 + Fees collected 1 + Interest earned 1,135 - Public Improvement Expenditures 0 = Ending fund balance 35,365.","The report states the fee was discontinued and prints ""Amount of the fee: $0 (fee discontinued per discussion above)"". The collected figure is the residual $1 recorded in FY 2022-23."
county-of-sacramento-2022-23-antelope-major-roadway-total_fees_collected,County of Sacramento,county,Sacramento,2022-23,2022-07-01,2023-06-30,Antelope Major Roadway Development Impact Fee,transportation,total_fees_collected,Fees collected FY 2022-23,primary_reported_figure,county-of-sacramento-2022-23-antelope-major-roadway,true,180530.0,"$180,530",false,not_split_in_source,The report states one undivided collected amount and does not divide it by land use. Its fee schedule is referenced but not reproduced in this filing.,not_stated_in_source,not_stated_in_source,report_heading_development_impact_fee_annual_report_fy_2022_23,"County of Sacramento development impact fee annual reports, FY 2022-23 (Exhibit A to the Board of Supervisors filing)",annual_fee_report_66006,county-of-sacramento-2022-23-antelope-major-roadway,1,16,"Antelope Public Facilities Financing Plan Development Impact Fee Program, Major Roadway Development Fee Report / printed page 16 of 82 / Fees collected FY 2022-23",f3a6a214253197772eac8d247cd6191f1293c243f41d20e02d2471123f287fc3,sources/county-of-sacramento-2022-23-antelope-major-roadway.pdf,https://development.saccounty.gov/content/dam/cd/engineering/docs/archive/annual-reports/Report%20Antelope%20Roadway%20FY%2022-23.pdf,2026-09-22T06:03:57.451698+00:00,evidence/extracts/county-of-sacramento-p001-a9f9c8e5.pdf,evidence/outlined/county-of-sacramento-p001-a9f9c8e5.pdf,"[90.36, 313.56, 610.2, 323.64]",published_reported_collection_reviewed_in_statewide_lane,sw02-sacramento-county-2022-23,2026-09-22T06:23:55.368559+00:00,"This PDF carries no text layer, so the figure was read visually from the scanned page and its position was fixed by dark pixel line segmentation, recorded as the outline rectangle. The outlined band is the single printed line reading ""Fees collected FY 2022-23: $180,530"". The label names the fiscal year, so the figure is that year's reported collection for this fee fund.","The printed roll-forward for the county-held fund closes: Beginning fund balance 1,518,778 + Fees collected 180,530 + Interest earned 57,953 - Public Improvement Expenditures 79,421 = Ending fund balance 1,677,840.","This figure is the amount printed under the heading ""FUNDS HELD BY THE COUNTY"". The same report separately states fees paid for this program through two third party financing programs whose funds are held by the California Statewide Communities Development Authority and by the California Municipal Finance Authority. Those amounts are not included here and are not the county's own collection."
county-of-sacramento-2022-23-antelope-water-mitigation-total_fees_collected,County of Sacramento,county,Sacramento,2022-23,2022-07-01,2023-06-30,Antelope Water Mitigation Development Impact Fee,water,total_fees_collected,Fees collected FY 2022-23,primary_reported_figure,county-of-sacramento-2022-23-antelope-water-mitigation,true,0.0,$0,true,not_split_in_source,The report states one undivided collected amount and does not divide it by land use. Its fee schedule is referenced but not reproduced in this filing.,not_stated_in_source,not_stated_in_source,report_heading_development_impact_fee_annual_report_fy_2022_23,"County of Sacramento development impact fee annual reports, FY 2022-23 (Exhibit A to the Board of Supervisors filing)",annual_fee_report_66006,county-of-sacramento-2022-23-antelope-water-mitigation,1,18,"Antelope Public Facilities Financing Plan Development Impact Fee Program, Water Mitigation Development Fee Report / printed page 18 of 82 / Fees collected FY 2022-23",51816b9d6357a1332a8b5722f30d0412e22951ed2ca27a291dce1d4a3bf7916f,sources/county-of-sacramento-2022-23-antelope-water-mitigation.pdf,https://development.saccounty.gov/content/dam/cd/engineering/docs/archive/annual-reports/Report%20Antelope%20Water%20Mitigation%20FY%2022-23.pdf,2026-09-22T06:03:58.111885+00:00,evidence/extracts/county-of-sacramento-p001-172f5c9c.pdf,evidence/outlined/county-of-sacramento-p001-172f5c9c.pdf,"[65.52, 440.64000000000004, 255.96, 449.28000000000003]",published_reported_collection_reviewed_in_statewide_lane,sw02-sacramento-county-2022-23,2026-09-22T06:23:55.368559+00:00,"This PDF carries no text layer, so the figure was read visually from the scanned page and its position was fixed by dark pixel line segmentation, recorded as the outline rectangle. The outlined band is the single printed line reading ""Fees collected FY 2022-23: $0"". The label names the fiscal year, so the figure is that year's reported collection for this fee fund.","The printed roll-forward closes: Beginning fund balance 107,201 + Fees collected 0 + Interest earned 3,544 - Public Improvement Expenditures 857 = Ending fund balance 109,888.","The report states the fee was discontinued and prints ""Amount of the fee: $0 (discontinued per discussion above)"". Zero here is the printed figure, not an unknown."
county-of-sacramento-2022-23-countywide-library-administration-total_fees_collected,County of Sacramento,county,Sacramento,2022-23,2022-07-01,2023-06-30,Countywide Library Administration Impact Fee,libraries,total_fees_collected,Fees collected FY 2022-23,primary_reported_figure,county-of-sacramento-2022-23-countywide-library-administration,true,27604.0,"$27,604",false,not_split_in_source,The report states one undivided collected amount and does not divide it by land use. Its fee schedule is referenced but not reproduced in this filing.,not_stated_in_source,not_stated_in_source,report_heading_development_impact_fee_annual_report_fy_2022_23,"County of Sacramento development impact fee annual reports, FY 2022-23 (Exhibit A to the Board of Supervisors filing)",annual_fee_report_66006,county-of-sacramento-2022-23-countywide-library-administration,1,45,"Countywide Library Facilities Impact Fee Program, Administration Fee Report / printed page 45 of 82 / Fees collected FY 2022-23",6d98173e09cdaa8e3cae93338818a2eef430b0993f00998b9ab136027c975c7f,sources/county-of-sacramento-2022-23-countywide-library-administration.pdf,https://development.saccounty.gov/content/dam/cd/engineering/docs/archive/annual-reports/Report%20Countywide%20Library%20Admin%20Fee%20FY%2022-23.pdf,2026-09-22T06:03:56.960067+00:00,evidence/extracts/county-of-sacramento-p001-18c3de7b.pdf,evidence/outlined/county-of-sacramento-p001-18c3de7b.pdf,"[64.8, 255.24, 610.2, 265.32]",published_reported_collection_reviewed_in_statewide_lane,sw02-sacramento-county-2022-23,2026-09-22T06:23:55.368559+00:00,"This PDF carries no text layer, so the figure was read visually from the scanned page and its position was fixed by dark pixel line segmentation, recorded as the outline rectangle. The outlined band is the single printed line reading ""Fees collected FY 2022-23: $27,604"". The label names the fiscal year, so the figure is that year's reported collection for this fee fund.","The printed roll-forward closes: Beginning fund balance 47,015 + Fees collected 27,604 + Interest earned 1,655 - Administrative Expenditures 13,939 = Ending fund balance 62,335.",
county-of-sacramento-2022-23-countywide-library-facilities-total_fees_collected,County of Sacramento,county,Sacramento,2022-23,2022-07-01,2023-06-30,Countywide Library Facilities Impact Fee,libraries,total_fees_collected,Fees collected FY 2022-23,primary_reported_figure,county-of-sacramento-2022-23-countywide-library-facilities,true,496078.0,"$496,078",false,not_split_in_source,The report states one undivided collected amount and does not divide it by land use. Its fee schedule is referenced but not reproduced in this filing.,not_stated_in_source,not_stated_in_source,report_heading_development_impact_fee_annual_report_fy_2022_23,"County of Sacramento development impact fee annual reports, FY 2022-23 (Exhibit A to the Board of Supervisors filing)",annual_fee_report_66006,county-of-sacramento-2022-23-countywide-library-facilities,1,44,"Countywide Library Facilities Impact Fee Program, Facilities Fee Report / printed page 44 of 82 / Fees collected FY 2022-23",d1553a065a558c5b00bb4a3d4b50d323175ded32e308b7a5dc7430ae67091d1c,sources/county-of-sacramento-2022-23-countywide-library-facilities.pdf,https://development.saccounty.gov/content/dam/cd/engineering/docs/archive/annual-reports/Report%20Countywide%20Library%20Facilities%20Fee%20FY%2022-23.pdf,2026-09-22T06:03:57.067552+00:00,evidence/extracts/county-of-sacramento-p001-99c417db.pdf,evidence/outlined/county-of-sacramento-p001-99c417db.pdf,"[0.36, 298.8, 611.64, 309.24]",published_reported_collection_reviewed_in_statewide_lane,sw02-sacramento-county-2022-23,2026-09-22T06:23:55.368559+00:00,"This PDF carries no text layer, so the figure was read visually from the scanned page and its position was fixed by dark pixel line segmentation, recorded as the outline rectangle. The outlined band is the single printed line reading ""Fees collected FY 2022-23: $496,078"". The label names the fiscal year, so the figure is that year's reported collection for this fee fund.","The printed roll-forward closes: Beginning fund balance 4,518,295 + Fees collected 496,078 + Interest earned 154,449 - Public Improvement Expenditures 84,887 = Ending fund balance 5,083,935.","The report states the fee serves new growth within the Urban Services Boundary of the unincorporated area of the county, not the whole county."
county-of-sacramento-2022-23-east-antelope-local-roadway-total_fees_collected,County of Sacramento,county,Sacramento,2022-23,2022-07-01,2023-06-30,East Antelope Local Roadway Development Impact Fee,transportation,total_fees_collected,Fees collected FY 2022-23,primary_reported_figure,county-of-sacramento-2022-23-east-antelope-local-roadway,true,19458.0,"$19,458",false,not_split_in_source,The report states one undivided collected amount and does not divide it by land use. Its fee schedule is referenced but not reproduced in this filing.,not_stated_in_source,not_stated_in_source,report_heading_development_impact_fee_annual_report_fy_2022_23,"County of Sacramento development impact fee annual reports, FY 2022-23 (Exhibit A to the Board of Supervisors filing)",annual_fee_report_66006,county-of-sacramento-2022-23-east-antelope-local-roadway,1,19,"Antelope Public Facilities Financing Plan Development Impact Fee Program, East Antelope Local Roadway Development Fee Report / printed page 19 of 82 / Fees collected FY 2022-23",0d3817d896f9de654494d0acf3d7fb2f761b6dd01f1a3687164831b62fbe251d,sources/county-of-sacramento-2022-23-east-antelope-local-roadway.pdf,https://development.saccounty.gov/content/dam/cd/engineering/docs/archive/annual-reports/Report%20Antelope%20Roadway%20East%20FY%2022-23.pdf,2026-09-22T06:03:57.564064+00:00,evidence/extracts/county-of-sacramento-p001-2436ffd0.pdf,evidence/outlined/county-of-sacramento-p001-2436ffd0.pdf,"[72.36, 300.6, 610.2, 311.04]",published_reported_collection_reviewed_in_statewide_lane,sw02-sacramento-county-2022-23,2026-09-22T06:23:55.368559+00:00,"This PDF carries no text layer, so the figure was read visually from the scanned page and its position was fixed by dark pixel line segmentation, recorded as the outline rectangle. The outlined band is the single printed line reading ""Fees collected FY 2022-23: $19,458"". The label names the fiscal year, so the figure is that year's reported collection for this fee fund.","The printed roll-forward closes: Beginning fund balance 310,131 + Fees collected 19,458 + Interest earned 10,399 - Public Improvement Expenditures 857 = Ending fund balance 339,131.",
county-of-sacramento-2022-23-florin-vineyard-administration-total_fees_collected,County of Sacramento,county,Sacramento,2022-23,2022-07-01,2023-06-30,Florin Vineyard Administration Development Impact Fee,general_public_facilities,total_fees_collected,Fees collected FY 2022-23,primary_reported_figure,county-of-sacramento-2022-23-florin-vineyard-administration,true,66285.0,"$66,285",false,not_split_in_source,The report states one undivided collected amount and does not divide it by land use. Its fee schedule is referenced but not reproduced in this filing.,not_stated_in_source,not_stated_in_source,report_heading_development_impact_fee_annual_report_fy_2022_23,"County of Sacramento development impact fee annual reports, FY 2022-23 (Exhibit A to the Board of Supervisors filing)",annual_fee_report_66006,county-of-sacramento-2022-23-florin-vineyard-administration,1,34,"Florin Vineyard Community Plan Development Impact Fee Program, Administration Fee Report / printed page 34 of 82 / Fees collected FY 2022-23",5d235b006095aa51b2cdf75e3e7c0b3c9259d9ed4720257aae360a2c60b02776,sources/county-of-sacramento-2022-23-florin-vineyard-administration.pdf,https://development.saccounty.gov/content/dam/cd/engineering/docs/archive/Report%20Florin%20Vineyard%20Administration%20FY%2022-23.pdf,2026-09-22T06:03:58.279881+00:00,evidence/extracts/county-of-sacramento-p001-7cc23f76.pdf,evidence/outlined/county-of-sacramento-p001-7cc23f76.pdf,"[64.8, 272.88, 287.28000000000003, 283.32]",published_reported_collection_reviewed_in_statewide_lane,sw02-sacramento-county-2022-23,2026-09-22T06:23:55.368559+00:00,"This PDF carries no text layer, so the figure was read visually from the scanned page and its position was fixed by dark pixel line segmentation, recorded as the outline rectangle. The outlined band is the single printed line reading ""Fees collected FY 2022-23: $66,285"". The label names the fiscal year, so the figure is that year's reported collection for this fee fund.","The printed roll-forward closes: Beginning fund balance 221,793 + Fees collected 66,285 + Interest earned 7,167 - Administrative Expenditures 38,615 = Ending fund balance 256,630.",
county-of-sacramento-2022-23-florin-vineyard-roadway-frontage-total_fees_collected,County of Sacramento,county,Sacramento,2022-23,2022-07-01,2023-06-30,Florin Vineyard Roadway and Frontage Lane Development Impact Fee,transportation,total_fees_collected,Fees collected FY 2022-23,primary_reported_figure,county-of-sacramento-2022-23-florin-vineyard-roadway-frontage,true,852310.0,"$852,310",false,not_split_in_source,The report states one undivided collected amount and does not divide it by land use. Its fee schedule is referenced but not reproduced in this filing.,not_stated_in_source,not_stated_in_source,report_heading_development_impact_fee_annual_report_fy_2022_23,"County of Sacramento development impact fee annual reports, FY 2022-23 (Exhibit A to the Board of Supervisors filing)",annual_fee_report_66006,county-of-sacramento-2022-23-florin-vineyard-roadway-frontage,1,32,"Florin Vineyard Community Plan Development Impact Fee Program, Roadway and Frontage Lane Fee Report / printed page 32 of 82 / Fees collected FY 2022-23",cfbec5b6468b415dddb265686c0366f76d0d3563fe014b770c891a562a8eeeb3,sources/county-of-sacramento-2022-23-florin-vineyard-roadway-frontage.pdf,https://development.saccounty.gov/content/dam/cd/engineering/docs/archive/Report%20Florin%20Vineyard%20Roadway%20and%20Frontage%20FY%2022-23.pdf,2026-09-22T06:03:58.208468+00:00,evidence/extracts/county-of-sacramento-p001-4906cd33.pdf,evidence/outlined/county-of-sacramento-p001-4906cd33.pdf,"[64.8, 302.76, 610.2, 313.2]",published_reported_collection_reviewed_in_statewide_lane,sw02-sacramento-county-2022-23,2026-09-22T06:23:55.368559+00:00,"This PDF carries no text layer, so the figure was read visually from the scanned page and its position was fixed by dark pixel line segmentation, recorded as the outline rectangle. The outlined band is the single printed line reading ""Fees collected FY 2022-23: $852,310"". The label names the fiscal year, so the figure is that year's reported collection for this fee fund.","The printed roll-forward closes: Beginning fund balance 1,291,923 + Fees collected 852,310 + Interest earned 45,294 - Public Improvement Expenditures 49,734 = Ending fund balance 2,139,793.","The report discloses interfund borrowing from the Vineyard Roadway Fund toward this program's share of a road widening project, not yet reimbursed. That borrowing is not part of the collected figure."
county-of-sacramento-2022-23-nvs-administration-total_fees_collected,County of Sacramento,county,Sacramento,2022-23,2022-07-01,2023-06-30,North Vineyard Station Administration Development Impact Fee,general_public_facilities,total_fees_collected,Fees collected FY 2022-23,primary_reported_figure,county-of-sacramento-2022-23-nvs-administration,true,0.0,$0,true,not_split_in_source,The report states one undivided collected amount and does not divide it by land use. Its fee schedule is referenced but not reproduced in this filing.,not_stated_in_source,not_stated_in_source,report_heading_development_impact_fee_annual_report_fy_2022_23,"County of Sacramento development impact fee annual reports, FY 2022-23 (Exhibit A to the Board of Supervisors filing)",annual_fee_report_66006,county-of-sacramento-2022-23-nvs-administration,1,27,"North Vineyard Station Specific Plan Development Impact Fee Program, Administration Fee Report / printed page 27 of 82 / Fees collected FY 2022-23",e027ba05ee292d899285adc376f88c991ac4cd784beac08e52efdd2d12c31811,sources/county-of-sacramento-2022-23-nvs-administration.pdf,https://development.saccounty.gov/content/dam/cd/engineering/docs/archive/annual-reports/Report%20North%20Vineyard%20Station%20Administration%20FY%2022-23.pdf,2026-09-22T06:03:58.699577+00:00,evidence/extracts/county-of-sacramento-p001-f6f43c8b.pdf,evidence/outlined/county-of-sacramento-p001-f6f43c8b.pdf,"[65.52, 272.88, 255.60000000000002, 281.88]",published_reported_collection_reviewed_in_statewide_lane,sw02-sacramento-county-2022-23,2026-09-22T06:23:55.368559+00:00,"This PDF carries no text layer, so the figure was read visually from the scanned page and its position was fixed by dark pixel line segmentation, recorded as the outline rectangle. The outlined band is the single printed line reading ""Fees collected FY 2022-23: $0"". The label names the fiscal year, so the figure is that year's reported collection for this fee fund.","The printed roll-forward closes: Beginning fund balance 614,598 + Fees collected 0 + Interest earned 17,634 - Administrative Expenditures 197,754 = Ending fund balance 434,478.",
county-of-sacramento-2022-23-nvs-frontage-lane-total_fees_collected,County of Sacramento,county,Sacramento,2022-23,2022-07-01,2023-06-30,North Vineyard Station Frontage Lane Development Impact Fee,transportation,total_fees_collected,Fees collected FY 2022-23,primary_reported_figure,county-of-sacramento-2022-23-nvs-frontage-lane,true,0.0,$0,true,not_split_in_source,The report states one undivided collected amount and does not divide it by land use. Its fee schedule is referenced but not reproduced in this filing.,not_stated_in_source,not_stated_in_source,report_heading_development_impact_fee_annual_report_fy_2022_23,"County of Sacramento development impact fee annual reports, FY 2022-23 (Exhibit A to the Board of Supervisors filing)",annual_fee_report_66006,county-of-sacramento-2022-23-nvs-frontage-lane,1,26,"North Vineyard Station Specific Plan Development Impact Fee Program, Frontage Lane Fee Report / printed page 26 of 82 / Fees collected FY 2022-23",1feefa1d53f4bb4a8509d70ab01f708a87028570dbe189948634e041570aa3db,sources/county-of-sacramento-2022-23-nvs-frontage-lane.pdf,https://development.saccounty.gov/content/dam/cd/engineering/docs/archive/annual-reports/Report%20North%20Vineyard%20Station%20Frontage%20FY%2022-23.pdf,2026-09-22T06:03:58.616417+00:00,evidence/extracts/county-of-sacramento-p001-46d5a012.pdf,evidence/outlined/county-of-sacramento-p001-46d5a012.pdf,"[64.8, 273.6, 610.5600000000001, 282.24]",published_reported_collection_reviewed_in_statewide_lane,sw02-sacramento-county-2022-23,2026-09-22T06:23:55.368559+00:00,"This PDF carries no text layer, so the figure was read visually from the scanned page and its position was fixed by dark pixel line segmentation, recorded as the outline rectangle. The outlined band is the single printed line reading ""Fees collected FY 2022-23: $0"". The label names the fiscal year, so the figure is that year's reported collection for this fee fund.","The printed roll-forward closes: Beginning fund balance 1,813,751 + Fees collected 0 + Interest earned 60,163 - Public Improvement Expenditures 0 = Ending fund balance 1,873,914.",
